age_group,product_name,quantity_ordered
30-49,Dog Walking Waist Pack,2
30-49,Tomatillo Salsa,1
30-49,Wireless Induction Charger,1
30-49,Vegetable Sushi Rolls,3
30-49,Ski Goggles,1
30-49,Roasted Garlic Mashed Potatoes,2
30-49,Rice Cakes,1
30-49,Organic Quinoa Chips,1
30-49,Educational STEM Kit,2
18-29,Tandoori Chicken Skewers,1
18-29,Tandoori Chicken Skewers,2
18-29,Outdoor Fire Pit,2
18-29,Nutty Quinoa Salad,3
18-29,Smartphone Projector,3
30-49,Pecan Nuts,2
30-49,Garlic Naan Bread,1
30-49,Granola Cereal,2
30-49,Spicy BBQ Sauce,2
30-49,Action Camera,1
30-49,Organic Whole Wheat Flour,2
30-49,Greek Yogurt,4
30-49,Foldable Picnic Table,1
30-49,Mobile Workbench,1
30-49,Smart Water Bottle,1
30-49,Electric Kettle with Temperature Control,1
30-49,Mediterranean Couscous Salad,2
50-65,Adjustable Pedicure Footrest,3
50-65,Almond Butter Crunch Bar,3
50-65,Wireless Keyboard and Mouse Combo,1
50-65,Stainless Steel Grater,3
50-65,Raspberry Lemonade Mix,1
50-65,Instant Mashed Potatoes,3
50-65,Magnetic Spice Jars,3
50-65,Adjustable Pedicure Footrest,1
50-65,Smart Light Switch,1
50-65,Sports Water Bottle with Infuser,1
50-65,LED Disco Ball Light,2
50-65,Pet Training Pads,2
50-65,Sweet Potatoes,2
50-65,Wall-Mounted Organizer,1
50-65,Outdoor Camping Hammock,2
30-49,Pear and Gorgonzola Salad,1
30-49,Classic Caesar Dressing,2
30-49,Bluetooth Tracker,1
30-49,Cheesy Cauliflower Bake,2
30-49,Fitness Resistance Bands,4
30-49,Fitness Balance Ball,1
30-49,Puzzle Game Set,1
30-49,Herbal Tea Set,2
30-49,Mediterranean Couscous Salad,1
30-49,Spinach Feta Wraps,1
18-29,Hydration Backpack,2
18-29,Chocolate Hazelnut Spread,4
18-29,Ceramic Cookware Set,3
18-29,Granola Cereal,2
18-29,Bamboo Cotton Tank Top,2
18-29,Adjustable Pet Grooming Table,1
50-65,Air Purifier,2
50-65,Dog Training Collar,1
50-65,Bluetooth Tracker,1
50-65,Tea Set with Infuser,2
50-65,Sturdy Bookends,1
50-65,Quinoa and Kale Salad Kit,2
50-65,Teriyaki Sauce,1
50-65,Rolling Cooler,1
50-65,Herb Seasoned Couscous,3
50-65,Crispy Onion Rings,1
50-65,Spicy BBQ Sauce,1
50-65,Deluxe First Aid Kit,1
50-65,Maple Pecan Pancake Mix,2
50-65,Lentils,1
18-29,Cotton Pajama Set,1
18-29,Rechargeable Battery Organizer,1
18-29,Karaoke Microphone,3
18-29,Silicone Wine Glasses,4
18-29,Sweet Potato and Chickpea Bowl,3
18-29,Teriyaki Beef Jerky,3
18-29,Energy Protein Bars,1
18-29,Teriyaki Sauce,1
18-29,Spinach Feta Wraps,3
18-29,Eco-Friendly Disposable Plates,1
18-29,Faux Leather Leggings,2
18-29,Whole Grain Cereal,1
18-29,Honey BBQ Ribs,1
18-29,Fitness Balance Ball,1
18-29,Apple Cinnamon Breakfast Muffins,2
18-29,Energy Protein Bars,1
30-49,Basil Lemonade,3
30-49,Adjustable Kitchen Broom Stand,1
30-49,Classic BBQ Sauce,2
30-49,Carrot Ginger Soup,2
30-49,LED Disco Ball Light,4
30-49,Wild Rice & Quinoa Mix,1
30-49,Travel Pillow,1
30-49,Adjustable Dog Harness,1
30-49,Magnetic Spice Jars,1
30-49,Car Sunshade,1
30-49,Rice Cakes,2
30-49,Cheesy Cauliflower Bake,3
30-49,Vegetable Lentil Soup,2
30-49,Car Phone Mount,3
30-49,Adjustable Window Blind,2
30-49,Children's Science Experiment Lab Kit,4
30-49,Hydration Backpack,1
30-49,Nail Polish Set,3
30-49,Heavy-Duty Utility Tote,2
30-49,Pumpkin Pancake Mix,4
30-49,Athletic Compression Tights,1
50-65,Tandoori Chicken Skewers,4
50-65,Plant-Based Cookbook,2
50-65,Bamboo Cotton Tank Top,1
50-65,Ranch Dressing,2
50-65,Saffron Rice Mix,1
50-65,Chicken Fajita Kit,1
30-49,Coconut Granola,3
30-49,Fishing Rod,2
30-49,Crispy Onion Rings,3
30-49,Sports Water Bottle with Infuser,1
30-49,Travel Makeup Organizer,3
30-49,Dried Cranberries,2
30-49,Wireless Induction Charger,1
30-49,Wireless Induction Charger,3
30-49,Organic Tomato Ketchup,1
30-49,Vegetable Sushi Rolls,1
30-49,Silicone Baking Mat,1
30-49,Pesto Pasta Sauce,2
30-49,Pineapple Coconut Yogurt,2
30-49,Teriyaki Chicken Skewers,1
30-49,Heavy-Duty Utility Tote,1
30-49,Spicy BBQ Sauce,2
30-49,Wall-Mounted Spice Rack,1
30-49,Rolling Cooler,3
50-65,Sweet Potato Mash,3
50-65,Pecan Nuts,3
50-65,Chocolate Mint Cookies,2
50-65,Hiking Water Bottle with Filter,2
50-65,Portable Phone Charger,1
50-65,Instant Mashed Potatoes,2
50-65,Greek Yogurt,2
50-65,Strawberry Banana Smoothie Pack,1
50-65,Lentils,1
50-65,Dark Chocolate Covered Raisins,1
50-65,Classic Cheeseburger Mix,3
50-65,Outdoor Portable Fire Pit,3
50-65,Black Bean Soup,2
50-65,Raspberry Tart,1
30-49,Sliced Provolone Cheese,1
30-49,Infrared Space Heater,1
30-49,Savory Mushroom Risotto,1
30-49,Camping Chair with Cooler,1
30-49,Greek Feta Cheese,4
30-49,Sweet Potato and Chickpea Bowl,1
30-49,Asian Salad Mix,2
30-49,Decorative Wall Tapestry,3
30-49,Foldable Picnic Table,1
30-49,Electric Pressure Cooker,2
30-49,Shatterproof Wine Glasses,1
30-49,Athletic Compression Tights,2
50-65,Dog Frisbee Toy,1
50-65,Vegetable Lentil Soup,3
50-65,Maple Glazed Carrots,1
50-65,Roasted Red Pepper Hummus,1
50-65,Scent Diffuser,1
50-65,Italian Pasta,3
30-49,Coconut Chia Pudding,1
30-49,Organic Spinach,3
30-49,Saffron Rice Mix,2
30-49,Miso Dressing,1
30-49,Sweet Pea Hummus,1
30-49,Pumpkin Spice Latte Mix,4
30-49,Smart LED Light Strip,1
30-49,Mango Chili Salsa,2
30-49,Cheesy Cauliflower Bake,1
30-49,Vegetable Korma,3
30-49,Electric Heating Pad,1
30-49,Smart WiFi Plug,3
30-49,Rice Pilaf Mix,3
30-49,Peach Green Tea,2
30-49,Apple Cinnamon Breakfast Muffins,1
30-49,Organic Tomato Ketchup,1
30-49,Strawberry Banana Smoothie Pack,1
30-49,Car Sunshade,1
30-49,DIY Candle Kit,1
30-49,Children's Science Experiment Lab Kit,1
30-49,Creamy Spinach Dip,2
30-49,Stainless Steel Grater,1
30-49,Heart-Shaped Baking Molds,1
18-29,Miso Soup Mix,2
18-29,Children's Backpack,3
18-29,Granola Clusters,3
18-29,Beef Stew Meat,1
18-29,Outdoor Folding Table,3
18-29,Portable Pet Stroller,4
18-29,Saffron Rice Mix,4
18-29,Smartphone Projector,2
18-29,Set of Silicone Cooking Utensils,2
18-29,Portable Speaker Stand,1
18-29,Compact Refrigerator,1
30-49,Sriracha Chili Sauce,1
30-49,Board Game Storage,1
30-49,Ice Cream,1
30-49,Recipe Book Stand,1
30-49,Buffalo Wing Sauce,2
30-49,Electric Food Slicer,2
30-49,Sustainable Wooden Toys,1
30-49,Zucchini Noodle Pasta,2
30-49,Teriyaki Sauce,4
50-65,Silicone Stretch Lids,1
50-65,Nail Polish Set,2
50-65,Non-Toxic Concrete Sealer,2
50-65,Shatterproof Wine Glasses,1
18-29,Ultra-Thin Laptop Sleeve,1
18-29,Chocolate Covered Pretzels,1
18-29,Wireless Earbud Silicone Covers,3
18-29,Multi-Tool,1
18-29,Outdoor Fire Pit,3
18-29,Smart WiFi Plug,2
18-29,Crispy Rice Treats,2
18-29,Sweet Pea Hummus,3
18-29,Cinnamon Roll Protein Bar,1
18-29,Educational STEM Kit,1
18-29,Classic Cheeseburger Mix,3
30-49,Ski Goggles,1
30-49,Bamboo Cotton Tank Top,3
30-49,Kids' Educational Tablet,1
30-49,Apricot Jam,3
30-49,Fire Roasted Salsa,3
30-49,Set of Silicone Cooking Utensils,1
30-49,Quinoa and Kale Salad Kit,2
50-65,Children's Backpack,2
50-65,Garlic Naan Bread,1
50-65,Vegetarian Pizza,2
50-65,LED Disco Ball Light,2
50-65,Saffron Rice Mix,2
50-65,Outdoor Camping Lantern,1
50-65,Fire Roasted Salsa,2
50-65,Sriracha Chili Sauce,1
50-65,Denim Jacket,4
50-65,High-Quality Yoga Block,2
50-65,Ultra-Thin Laptop Sleeve,2
50-65,Homemade Salsa,1
50-65,Whole Grain Hamburger Buns,1
50-65,High-Speed Blender,3
30-49,Denim Jacket,2
30-49,Pear and Gorgonzola Salad,1
30-49,Spaghetti Squash,1
30-49,Tandoori Chicken Skewers,2
30-49,BBQ Sauce,1
30-49,Face Mask Set,2
30-49,High-Speed Blender,2
30-49,Decorative Wall Tapestry,1
30-49,Tea Set with Infuser,1
30-49,Gaming Headset,1
30-49,Strawberry Banana Smoothie Pack,2
30-49,Wall-Mounted Organizer,1
50-65,Hydration Backpack,1
50-65,Children's Backpack,4
50-65,Wi-Fi Enabled Smart Light Switch,2
50-65,Fishing Rod,3
50-65,Reclining Camping Chair,1
50-65,Bird Feeder,1
50-65,Pumpkin Spice Latte Mix,3
18-29,Bicycle Lock,1
18-29,Peanut Butter Cookies,1
18-29,Hiking Water Bottle with Filter,4
18-29,Popcorn Chicken,1
18-29,Vegetable Quinoa Bowl,3
18-29,Strawberry Banana Smoothie Pack,1
30-49,Microfiber Cleaning Cloth Set,1
30-49,Portable Jump Starter,2
30-49,Organic Quinoa Chips,1
30-49,Mini Fondue Set,2
50-65,Classic BBQ Sauce,1
50-65,Classic BBQ Sauce,3
50-65,Travel Mug with Leak-Proof Lid,1
50-65,Mango Chutney,1
50-65,Noise-Canceling Headphones,1
50-65,Wall-Mounted Spice Rack,2
50-65,Electric Pressure Cooker,1
50-65,Pumpkin Seeds,1
50-65,Pesto Pasta Sauce,2
50-65,Energy Protein Bars,4
50-65,Interchangeable Watch Bands,1
50-65,Chicken Broth,3
50-65,Sketchbook,1
50-65,Natural Fruit Snacks,2
50-65,Miso Soup Mix,2
50-65,Cheesy Cauliflower Bake,2
50-65,Creamy Spinach Dip,3
50-65,Kids' Educational Tablet,1
50-65,Sliced Provolone Cheese,1
50-65,Vegetable Fried Rice Mix,1
50-65,Travel Mug with Leak-Proof Lid,4
50-65,Organic Vanilla Bean Ice Cream,1
50-65,Sweet Potato and Chickpea Bowl,1
50-65,Sweet Potato and Chickpea Bowl,4
50-65,Cable Knit Cardigan,2
50-65,Children's Science Experiment Lab Kit,1
50-65,Outdoor Fire Pit,3
50-65,Frozen Pizza,2
50-65,Strawberry Banana Smoothie Pack,1
50-65,Electric Pressure Cooker,2
50-65,Pet Water Bottle,1
50-65,Mediterranean Couscous Salad,4
50-65,Lemon Herb Chicken,1
50-65,Adjustable Pedicure Footrest,1
50-65,Chocolate Covered Pretzels,1
50-65,Organic Quinoa Chips,1
30-49,Sriracha Chili Sauce,4
30-49,Satin Slip Dress,1
30-49,Smart LED Desk Lamp,2
30-49,Granola Clusters,1
30-49,Creamy Spinach Dip,2
30-49,Granola Cereal,1
30-49,Electric Heating Pad,2
30-49,Pumpkin Pancake Mix,1
30-49,Wrap Jumpsuit,2
18-29,Coconut Chia Pudding,1
18-29,Non-Stick Crepe Pan,2
18-29,Instant Mashed Potatoes,2
18-29,Wall-Mounted Spice Rack,3
18-29,Set of Silicone Cooking Utensils,3
30-49,Car Sunshade,1
30-49,Cotton Pajama Set,4
30-49,Sweet Potato Mash,3
30-49,Hot Salsa,2
30-49,Outdoor Portable Fire Pit,1
30-49,Almond Butter Crunch Bar,1
30-49,Instant Mashed Potatoes,2
30-49,Kale Chips,1
30-49,Rice Cakes,2
30-49,Vegetable Fried Rice Mix,1
30-49,Electric Heat Pad,3
30-49,Bluetooth Tracker,3
30-49,Maple Pecan Pancake Mix,4
30-49,Caramel Apple Taffy,1
18-29,Wireless Keyboard and Mouse Combo,1
18-29,Maple Breakfast Sausage,1
18-29,Buffalo Wing Sauce,3
18-29,Ripped Boyfriend Jeans,2
18-29,Honey BBQ Ribs,1
18-29,Garam Masala Spice Blend,3
18-29,Reclining Camping Chair,2
18-29,Organic Whole Grain Oats,4
18-29,Tandoori Chicken Skewers,1
18-29,Toilet Paper (12 rolls),3
18-29,Ribbed Knit Dress,2
18-29,Memory Foam Pillow,3
18-29,Wireless Charging Station,2
18-29,Lemon Herb Chicken,1
30-49,Ski Goggles,1
30-49,Whole Wheat Pasta,2
30-49,Basmati Rice,2
30-49,Sliced Olives,1
30-49,Portable Blender,1
30-49,Organic Spinach,1
30-49,Savory Breakfast Sausage,1
30-49,Greek Yogurt,1
30-49,Honey BBQ Ribs,2
30-49,Sweet Potato & Kale Hash,1
30-49,Coconut Cream Pie,3
30-49,Adjustable Pedicure Footrest,2
30-49,Chocolate Covered Pretzels,4
30-49,Wireless Earbuds Case,1
30-49,Adjustable Dog Harness,1
50-65,Beef Stew Meat,1
50-65,Marinated Artichokes,1
50-65,Portable Bluetooth Keyboard,4
50-65,Sriracha Chili Sauce,3
50-65,Rice Pilaf Mix,1
50-65,Thyme,1
50-65,Electric Food Slicer,1
50-65,Scent Diffuser,1
50-65,Raisin Cinnamon Granola,1
50-65,Nail Polish Set,2
50-65,Children's Backpack,1
50-65,Portable Jump Starter,1
50-65,Creamy Spinach Dip,1
50-65,Portable Pet Stroller,1
50-65,Bamboo Cotton Tank Top,2
50-65,Asian Salad Mix,3
50-65,Rice Pilaf Mix,1
50-65,Peach Green Tea,1
50-65,Car Diagnostic Scanner,3
30-49,Ice Cream,1
30-49,Electric Heat Pad,2
30-49,Portable Blender,1
30-49,Whole Grain Mustard,2
30-49,Maple Pecan Pancake Mix,1
30-49,Sturdy Bookends,3
30-49,Athletic Compression Tights,1
30-49,Car Sunshade,2
30-49,Self-Cleaning Water Bottle,4
30-49,Cotton Pajama Set,2
30-49,Wireless Earbuds Case,3
30-49,Smart WiFi Plug,3
30-49,Peach Green Tea,1
18-29,Non-Toxic Concrete Sealer,2
18-29,Thyme,2
18-29,Roasted Red Pepper Hummus,3
18-29,Spinach Feta Wraps,1
50-65,Microfiber Cleaning Cloth Set,2
50-65,Peanut Butter Cookies,1
50-65,Beef Stew Meat,2
50-65,Buffalo Wing Sauce,1
50-65,Portable Solar Phone Charger,1
50-65,Fruit and Nut Medley,1
50-65,Pet Training Pads,1
30-49,Electric Heat Press Machine,2
30-49,Silicone Stretch Lids,1
30-49,Granola Clusters,1
30-49,Fishing Rod,4
30-49,BBQ Sauce,4
30-49,Silicone Wine Glasses,3
30-49,Outdoor Camping Lantern,1
30-49,Compact Refrigerator,2
18-29,Dual Function Electric Skillet,1
18-29,Raisin Cinnamon Granola,2
18-29,Gardening Fairy Figurines,2
18-29,Herbed Goat Cheese,1
18-29,Dog Training Collar,2
18-29,Mango Chutney,2
18-29,Vegetable Lentil Soup,1
18-29,Travel Pillow,4
18-29,Peach Green Tea,1
18-29,Mini Waffle Maker,1
30-49,Car Sunshade,4
30-49,Adjustable Pedicure Footrest,2
30-49,Adjustable Kitchen Broom Stand,1
30-49,Hydration Backpack,1
30-49,Rechargeable Battery Organizer,1
30-49,Classic BBQ Sauce,1
30-49,Whole Grain Hamburger Buns,3
30-49,Ceramic Cookware Set,3
30-49,Chickpea Snack Mix,1
30-49,Popcorn Chicken,3
30-49,Car Phone Mount,1
30-49,Roasted Red Pepper Hummus,1
30-49,Apple Cinnamon Breakfast Muffins,1
30-49,Herbal Tea Set,1
30-49,LED Strip Lights Kit,1
30-49,Dark Chocolate Covered Raisins,1
50-65,Sriracha Chili Sauce,1
50-65,Children's Science Experiment Lab Kit,1
50-65,Smart LED Light Strip,1
50-65,Miso Soup Mix,4
50-65,Coconut Granola,1
30-49,DIY Candle Kit,2
30-49,Basmati Rice,1
30-49,Herbed Couscous,1
30-49,Herbed Goat Cheese,2
30-49,Vegetable Lentil Soup,4
30-49,Instant Mashed Potatoes,1
30-49,Organic Blueberries,1
30-49,Electric Heat Press Machine,1
30-49,Organic Whole Wheat Flour,3
30-49,Miso Dressing,3
30-49,Silicone Baking Mat,1
30-49,Cinnamon Roll Protein Bar,1
18-29,Air Purifier,3
18-29,Almond Joy Munch Bars,1
18-29,Chickpea Pancakes,3
18-29,Whole Grain Hamburger Buns,4
18-29,Whole Grain Cereal,1
18-29,Garlic and Herb Cream Cheese,1
18-29,Smart WiFi Plug,1
18-29,Board Game,3
18-29,Electric Kettle with Temperature Control,3
18-29,Lentils,1
18-29,Compact Refrigerator,1
18-29,Coconut Chia Pudding,1
18-29,Vegetarian Pizza,1
18-29,Bamboo Cotton Tank Top,1
18-29,Travel Pillow,1
18-29,Scent Diffuser,2
18-29,Maple Pecan Pancake Mix,1
18-29,Shatterproof Wine Glasses,2
18-29,Compact Refrigerator,3
30-49,Spaghetti Squash,1
30-49,Spaghetti Squash,3
30-49,Bicycle Lock,1
30-49,Pecan Nuts,1
30-49,Bluetooth Tracker,1
30-49,Plant-Based Meal Prep Containers,3
30-49,Reclining Camping Chair,1
30-49,Wireless Charging Station,1
30-49,Strawberry Banana Smoothie Pack,2
18-29,Classic BBQ Sauce,3
18-29,Wall-Mounted Spice Rack,3
18-29,Wireless Induction Charger,1
18-29,Energy Protein Bars,1
18-29,Almond Joy Munch Bars,1
18-29,Smart LED Desk Lamp,2
18-29,Dog Training Collar,2
18-29,BBQ Sauce,2
18-29,Outdoor Fire Pit,2
18-29,Foldable Picnic Table,2
30-49,Electric Griddle,2
30-49,Sweet Potato and Chickpea Bowl,1
30-49,Fitness Balance Ball,2
30-49,Wireless Charging Station,1
30-49,Portable Speaker Stand,1
30-49,Lemon Herb Chicken,1
30-49,Raisin Cinnamon Granola,3
30-49,Almond Butter Crunch Bar,1
30-49,Silicone Baking Molds,2
30-49,Travel Mug with Leak-Proof Lid,1
30-49,Multi-Tool,1
30-49,Compact Umbrella,2
30-49,Organic Quinoa Chips,1
30-49,Bamboo Memory Foam Pillow,4
30-49,Car Phone Mount,2
30-49,Wall-Mounted Spice Rack,2
30-49,Oven-Baked Sweet Potato Fries,2
30-49,Foldable Picnic Table,1
30-49,Basmati Rice,2
30-49,Zucchini Noodles,1
30-49,Portable Jump Starter,4
30-49,Portable Pet Stroller,1
30-49,Black Bean Soup,1
30-49,Pet Training Pads,1
30-49,Roasted Red Pepper Hummus,2
30-49,LED Strip Lights Kit,1
30-49,Air Purifier,1
30-49,Pet Grooming Kit,1
30-49,Multi-Tool,3
30-49,Beef Stew Meat,1
30-49,Outdoor Folding Table,1
30-49,Roasted Garlic Mashed Potatoes,2
30-49,Vegetable Fried Rice Mix,2
30-49,Non-Stick Crepe Pan,2
30-49,Silicone Wine Glasses,2
30-49,Italian Herb Balsamic Marinade,2
30-49,Electric Kettle with Temperature Control,1
30-49,Pet Water Bottle,3
